"","Dish.ID","group","genet.lf","gen.num","vial.num","lf.init.wetmass_mg","lf.init.drymass_mg","lf.end.drymass_mg","gm.init.wetmass_mg","gm.init.drymass_mg","gm.end.drymass_mg","start.date_dmy","start_24.00.00","end.date_dmy","end_24.00.00","molting_bin","leaves","elapsed.time_hours","mean.biomass.prop","lf.init.drymass_group.calib_mg","bmass.consumed_group.cal","rel.bmass.cons_group.cal","rel.bmass.cons_no.cal","dish.bmass.consumed","leaf.preference","Scin.DW.mean","Scin.DW.sd","Scort.DW.mean","Scort.DW.sd","Tdin.DW.mean","Tdin.DW.sd","Tcin.DW.mean","Tcin.DW.sd","PGsum.DW.mean","PGsum.DW.sd","treatment"
"44","39","med","174",2,"21",293.7,133.95403676255,101,77.1,10.4592374990709,19.2,"07-Jun-18","20:15:00","09-Jun-18","8:32:00",0,3,36.2833333333333,0.36633077005,133.95403676255,32.9540367625495,3.1507112029416,0.515749601229624,94.0343330704039,0.350446860062024,0.111785930666667,0.0940730678172202,1.704414958,0.329703823731678,0.0369583363333333,0.0168062084166325,1.16223124066667,0.0966255284843408,3.01539046566667,0.403902239665443,"fast.med.slow"
"45","12B","med","174",1,"14B",343.6,148.067613524442,107.2,89.2,12.2256757816992,27.5,"09-Jun-18","19:05:00","11-Jun-18","8:26:00",0,2,37.35,0.36633077005,148.067613524442,40.8676135244418,3.34276928770001,1.1552497422003,81.7351199766041,0.500000654995549,0.111785930666667,0.0940730678172202,1.704414958,0.329703823731678,0.0369583363333333,0.0168062084166325,1.16223124066667,0.0966255284843408,3.01539046566667,0.403902239665443,"med.slow"
"46","38","fast","135",1,"18",261.5,101.881512873378,59.2,87.6,11.9920971658144,23.8,"07-Jun-18","20:13:00","09-Jun-18","8:31:00",0,3,36.3,0.3158721652,101.881512873378,42.6815128733782,3.55913667836592,3.13211032801312,123.250064705148,0.346300125484602,0.214448709333333,0.0827884140183663,2.17350029466667,0.341115064261274,0.086393109,0.0304145681012875,1.71428402066667,0.325089623850144,4.18862613366667,0.5178467038657,"fast.med.slow"
"47","7","med","189",2,"103",188.1,104.086427422754,45.2,69.3,9.32054174663284,20.1,"07-Jun-18","19:27:00","09-Jun-18","8:04:00",0,2,36.6166666666667,0.3131675465,104.086427422754,58.8864274227535,6.31791896045387,3.175818473585,102.064359080135,0.576953874530474,0.930266186333333,0.467603317734127,1.67402139833333,0.321314906690995,0.421466822,0.375681935459753,1.43798538133333,0.100739984567656,4.463739788,0.73363838775354,"fast.med"
"48","46","med","189",2,"105",220.7,113.306920457577,72.9,81.1,11.0431840387827,17.2,"07-Jun-18","20:19:00","09-Jun-18","8:34:00",0,3,36.25,0.3131675465,113.306920457577,40.4069204575769,3.65899185557999,1.05529338656853,105.278819746193,0.383808638385102,0.930266186333333,0.467603317734127,1.67402139833333,0.321314906690995,0.421466822,0.375681935459753,1.43798538133333,0.100739984567656,4.463739788,0.73363838775354,"fast.med.slow"
"49","11","fast","182",1,"25",195.2,82.6269248153338,52,71.8,9.68550833395273,16.9,"07-Jun-18","19:38:00","09-Jun-18","8:07:00",0,2,36.4833333333333,0.364601297,82.6269248153338,30.6269248153338,3.16213912159577,2.57338753247618,54.1558484657406,0.565533099065165,0.721088559666667,0.487249131980502,2.48766586466667,0.276091775581563,0.414345544333333,0.304836386182315,3.38831715266667,0.37902729632263,7.01141712133333,0.642189630883695,"fast.slow"
"50","44","fast","182",1,"27",185.2,79.7227637206061,53.4,86.9,11.8899065213649,24,"07-Jun-18","20:18:00","09-Jun-18","8:33:00",0,3,36.25,0.364601297,79.7227637206061,26.3227637206061,2.21387474100885,1.72690259577187,87.5404458892052,0.300692593614628,0.721088559666667,0.487249131980502,2.48766586466667,0.276091775581563,0.414345544333333,0.304836386182315,3.38831715266667,0.37902729632263,7.01141712133333,0.642189630883695,"fast.med.slow"
"51","23","slow","207",2,"22",247.2,96.5272594655277,86.6,70.2,9.451929718068,18.4,"07-Jun-18","19:54:00","09-Jun-18","8:22:00",0,2,36.4666666666667,0.37682479735,96.5272594655277,9.92725946552775,1.05028917497674,0.62232978285341,56.4665497299716,0.175807792631228,0.267456536333333,0.10046736951072,3.51218827566667,0.54504593411689,0.130275531,0.045240997757388,2.87614804,0.310362846782171,6.786068383,0.881717751587631,"fast.slow"
"52","26B","slow","207",2,"45B",252.1,98.1877744852197,81.5,77.2,10.4738361625637,21.8,"09-Jun-18","19:12:00","11-Jun-18","8:14:00",0,2,37.0333333333333,0.37682479735,98.1877744852197,16.6877744852197,1.59328198629517,1.18850692284483,70.9564982435861,0.2351831741743,0.267456536333333,0.10046736951072,3.51218827566667,0.54504593411689,0.130275531,0.045240997757388,2.87614804,0.310362846782171,6.786068383,0.881717751587631,"fast.slow"
"53","42","slow","207",3,"24",265.5,102.728774743153,86.5,75.6,10.240257546679,15.7,"07-Jun-18","20:17:00","09-Jun-18","8:32:00",0,3,36.25,0.37682479735,102.728774743153,16.2287747431527,1.58480142410246,1.11885015764308,55.6920925682887,0.291401777070116,0.267456536333333,0.10046736951072,3.51218827566667,0.54504593411689,0.130275531,0.045240997757388,2.87614804,0.310362846782171,6.786068383,0.881717751587631,"fast.med.slow"
"54","47","slow","24",3,"60",281.5,108.150864603371,91.1,76.2,10.3278495276357,11.8,"07-Jun-18","20:20:00","09-Jun-18","8:34:00",0,3,36.2333333333333,0.3437166191,108.150864603371,17.0508646033713,1.65095982060407,1.12746446107124,72.7558089283716,0.234357432822415,0.102559841666667,0.0762529221754645,2.24556026566667,0.252713946359254,0.0552056336666667,0.0191058382411247,2.125160361,0.394290837341775,4.528486102,0.464228523130904,"fast.med.slow"
"55","24B","slow","24",2,"54B",305.5,116.283999393699,105.7,75.1,10.167264229215,14.5,"09-Jun-18","19:13:00","11-Jun-18","8:20:00",0,2,37.1166666666667,0.3437166191,116.283999393699,10.5839993936992,1.04098793491436,0.415523537442938,82.7197338258771,0.127950114249379,0.102559841666667,0.0762529221754645,2.24556026566667,0.252713946359254,0.0552056336666667,0.0191058382411247,2.125160361,0.394290837341775,4.528486102,0.464228523130904,"med.slow"
"56","21","slow","24",2,"58",230.2,90.7662889890455,64.7,89.2,12.2256757816992,26.7,"07-Jun-18","19:47:00","09-Jun-18","8:20:00",0,2,36.55,0.3437166191,90.7662889890455,26.0662889890455,2.13209391893613,1.85642598799864,74.025149038528,0.352127477318266,0.102559841666667,0.0762529221754645,2.24556026566667,0.252713946359254,0.0552056336666667,0.0191058382411247,2.125160361,0.394290837341775,4.528486102,0.464228523130904,"med.slow"
"57","28B","med","320",2,"50B",275.7,128.862966988721,105.7,80.1,10.8971974038548,13.5,"09-Jun-18","19:15:00","11-Jun-18","8:17:00",0,2,37.0333333333333,0.3738177229,128.862966988721,23.1629669887207,2.12558937222951,-0.430477028133279,73.9772046326523,0.313109519395073,0.233105833666667,0.103307320988277,2.29442736533333,0.177145523458764,0.0895038833333333,0.0369098289176073,1.63253656033333,0.313745190324371,4.24957364266667,0.242466401269449,"fast.med"
"58","47","med","320",2,"42",269,126.967957684018,88.7,76.2,10.3278495276357,11.8,"07-Jun-18","20:20:00","09-Jun-18","8:34:00",0,3,36.2333333333333,0.3738177229,126.967957684018,38.2679576840177,3.70531712159618,0.997735620353951,72.7558089283716,0.525978038697813,0.233105833666667,0.103307320988277,2.29442736533333,0.177145523458764,0.0895038833333333,0.0369098289176073,1.63253656033333,0.313745190324371,4.24957364266667,0.242466401269449,"fast.med.slow"
"59","31","med","320",2,"41",233.6,116.955520462154,25.1,76.2,10.3278495276357,22.4,"07-Jun-18","20:00:00","09-Jun-18","8:27:00",0,2,36.45,0.3738177229,116.955520462154,91.8555204621543,8.8939638611468,6.13034621563522,108.514096342726,0.846484683170031,0.233105833666667,0.103307320988277,2.29442736533333,0.177145523458764,0.0895038833333333,0.0369098289176073,1.63253656033333,0.313745190324371,4.24957364266667,0.242466401269449,"fast.med"
"60","3","slow","178",2,"61",249.9,97.4422371294396,94.9,81.4,11.0869800292611,22.1,"07-Jun-18","19:15:00","09-Jun-18","8:00:00",0,2,36.75,0.37813328755,97.4422371294396,2.54223712943963,0.22929933333785,-0.145213711791148,72.1109901939103,0.0352545031291821,0.164008101333333,0.0816641818044173,1.686364819,0.233315293152881,0.113832803333333,0.0357299510148563,1.846680377,0.662780167814262,3.81088610066667,0.919037895031262,"med.slow"
"61","45B","slow","178",3,"56B",211.3,84.3614453416623,73.1,78.8,10.7074147784484,13.5,"09-Jun-18","19:10:00","11-Jun-18","8:16:00",0,3,37.1,0.37813328755,84.3614453416623,11.2614453416623,1.05174270117275,0.807053304831822,96.3875370953979,0.116835077241537,0.164008101333333,0.0816641818044173,1.686364819,0.233315293152881,0.113832803333333,0.0357299510148563,1.846680377,0.662780167814262,3.81088610066667,0.919037895031262,"fast.med.slow"
"62","13","fast","186",1,"65",288.1,109.606581385354,63.6,75.1,10.167264229215,19,"07-Jun-18","19:40:00","09-Jun-18","8:12:00",0,2,36.5333333333333,0.3239061682,109.606581385354,46.0065813853538,4.5249715506711,4.0442450698986,91.3158692985942,0.503818030083212,1.34645499233333,0.391143329973531,0.21175212,0.0655539052321004,0.989089045666667,0.364786299837193,0.289658053333333,0.103595344841647,2.83695421133333,0.615418083268348,"fast.med"
"63","4","fast","186",1,"64",328.2,121.252267375212,67.2,81.1,11.0431840387827,17.9,"07-Jun-18","19:17:00","09-Jun-18","8:01:00",0,2,36.7333333333333,0.3239061682,121.252267375212,54.0522673752117,4.89462705551087,4.4838744375957,96.4964994983789,0.56014744219939,1.34645499233333,0.391143329973531,0.21175212,0.0655539052321004,0.989089045666667,0.364786299837193,0.289658053333333,0.103595344841647,2.83695421133333,0.615418083268348,"fast.med"
"64","20","fast","237",1,"52",260.6,101.620138374853,81.1,78.8,10.7074147784484,19.6,"07-Jun-18","19:46:00","09-Jun-18","8:20:00",0,2,36.5666666666667,0.3463399627,101.620138374853,20.5201383748527,1.91644190492695,1.43744355382853,58.0478620321987,0.353503775272039,0.222226063333333,0.191152854843613,3.76373968466667,0.896532855815242,0.0872801076666667,0.0494508777168872,2.74099720466667,0.565057771162133,6.81424306033333,1.2219943835618,"fast.slow"
"65","40","fast","237",1,"54",261.5,101.881512873378,58.5,76.1,10.3132508641429,16.7,"07-Jun-18","20:16:00","09-Jun-18","8:32:00",0,3,36.2666666666667,0.3463399627,101.881512873378,43.3815128733782,4.206385885968,3.70984589549823,103.54662585108,0.418956315735186,0.222226063333333,0.191152854843613,3.76373968466667,0.896532855815242,0.0872801076666667,0.0494508777168872,2.74099720466667,0.565057771162133,6.81424306033333,1.2219943835618,"fast.med.slow"
"66","38","med","5",2,"72",247.1,120.773822792526,58.1,87.6,11.9920971658144,23.8,"07-Jun-18","20:13:00","09-Jun-18","8:31:00",0,3,36.3,0.3346566098,120.773822792526,62.6738227925259,5.22626042183752,2.86457809125726,123.250064705148,0.508509451434859,0.575323505,0.17461557058213,1.641751689,0.3439449216352,0.258799037333333,0.0993730455756261,1.69179262066667,0.291374183012541,4.167666852,0.305805155596941,"fast.med.slow"
"67","18","med","5",1,"70",236.9,117.888883254023,41.2,76.4,10.3570468546213,22.4,"07-Jun-18","19:45:00","09-Jun-18","8:16:00",0,2,36.5166666666667,0.3346566098,117.888883254023,76.6888832540229,7.40451253436246,4.65389472595789,103.672418455904,0.73972310471991,0.575323505,0.17461557058213,1.641751689,0.3439449216352,0.258799037333333,0.0993730455756261,1.69179262066667,0.291374183012541,4.167666852,0.305805155596941,"med.slow"
"68","25","med","5",2,"71",236.7,117.832315812091,27.5,71.8,9.68550833395273,22.1,"07-Jun-18","19:55:00","09-Jun-18","8:24:00",0,2,36.4833333333333,0.3346566098,117.832315812091,90.3323158120915,9.32654360488544,6.38487588692643,117.017511845076,0.771955533729738,0.575323505,0.17461557058213,1.641751689,0.3439449216352,0.258799037333333,0.0993730455756261,1.69179262066667,0.291374183012541,4.167666852,0.305805155596941,"fast.med"
"69","42","fast","141",1,"45",339.5,124.533969412254,105.9,75.6,10.240257546679,15.7,"07-Jun-18","20:17:00","09-Jun-18","8:32:00",0,3,36.25,0.32654686935,124.533969412254,18.6339694122539,1.81967780862085,1.38639558506443,55.6920925682887,0.334589140988108,0.242964676666667,0.242287547735595,1.856955477,0.231012945892588,0.139318032666667,0.172280052381729,1.491531138,0.212643693253919,3.73076932433333,0.402720708135783,"fast.med.slow"
"70","26B","fast","141",1,"52B",331.7,122.268723758366,68,77.2,10.4738361625637,21.8,"09-Jun-18","19:12:00","11-Jun-18","8:14:00",0,2,37.0333333333333,0.32654686935,122.268723758366,54.2687237583664,5.18136076563212,4.75121048618278,70.9564982435861,0.7648168258257,0.242964676666667,0.242287547735595,1.856955477,0.231012945892588,0.139318032666667,0.172280052381729,1.491531138,0.212643693253919,3.73076932433333,0.402720708135783,"fast.slow"
"71","48","slow","335",3,"57",190.7,77.3805046466309,71.4,71,9.56871902601037,18.4,"07-Jun-18","20:21:00","09-Jun-18","8:35:00",0,3,36.2333333333333,0.400435438,77.3805046466309,5.98050464663091,0.625005774584276,0.436655230470697,92.2270870341934,0.0648454249066071,0.260027625666667,0.066753883998598,2.55621102666667,0.374532494564605,0.0583046063333333,0.0200234671077767,1.31005955833333,0.387170175353218,4.184602817,0.692414841386438,"fast.med.slow"
"72","6","slow","335",2,"55",249.8,97.4083490678133,99.3,71,9.56871902601037,14.1,"07-Jun-18","19:24:00","09-Jun-18","8:03:00",0,2,36.65,0.400435438,97.4083490678133,-1.89165093218672,-0.197691135777391,-0.631213025040846,55.3255160428019,-0.0341912930504483,0.260027625666667,0.066753883998598,2.55621102666667,0.374532494564605,0.0583046063333333,0.0200234671077767,1.31005955833333,0.387170175353218,4.184602817,0.692414841386438,"med.slow"
"73","15","slow","335",2,"56",201.7,81.1081914255312,69.9,70.1,9.43733105457521,13.7,"07-Jun-18","19:43:00","09-Jun-18","8:14:00",0,2,36.5166666666667,0.400435438,81.1081914255312,11.2081914255312,1.18764419312147,0.950403531730262,62.6191491324357,0.178989839063871,0.260027625666667,0.066753883998598,2.55621102666667,0.374532494564605,0.0583046063333333,0.0200234671077767,1.31005955833333,0.387170175353218,4.184602817,0.692414841386438,"med.slow"
"74","47","fast","16",1,"69",233.8,93.8369866409826,76.4,76.2,10.3278495276357,11.8,"07-Jun-18","20:20:00","09-Jun-18","8:34:00",0,3,36.2333333333333,0.33753683935,93.8369866409826,17.4369866409826,1.68834631007393,1.1689878279333,72.7558089283716,0.239664528479772,0.361457666,0.135232259434627,2.077459309,0.278094988155672,0.151822286666667,0.062925008404551,1.85025468966667,0.124482010183322,4.44099395133333,0.355584424958217,"fast.med.slow"
"75","31","fast","16",1,"68",223.2,90.7585758805712,74.1,76.2,10.3278495276357,22.4,"07-Jun-18","20:00:00","09-Jun-18","8:27:00",0,2,36.45,0.33753683935,90.7585758805712,16.6585758805712,1.61297623827646,1.08461718405918,108.514096342726,0.153515316829968,0.361457666,0.135232259434627,2.077459309,0.278094988155672,0.151822286666667,0.062925008404551,1.85025468966667,0.124482010183322,4.44099395133333,0.355584424958217,"fast.med"
"76","48","fast","118",1,"48",319.2,118.638522389957,102,71,9.56871902601037,18.4,"07-Jun-18","20:21:00","09-Jun-18","8:35:00",0,3,36.2333333333333,0.3000449843,118.638522389957,16.6385223899568,1.73884532973837,1.25655066546806,92.2270870341934,0.180408195954276,0.562888720666667,0.151507593540886,3.136227743,0.225192969437727,0.275347774,0.0369873816451072,2.42233638433333,0.345764971364449,6.396800622,0.49194310433973,"fast.med.slow"
"77","10","fast","118",1,"47",259.3,101.242597432538,64.4,81.6,11.1161773562467,25.2,"07-Jun-18","19:36:00","09-Jun-18","8:06:00",0,2,36.5,0.3000449843,101.242597432538,36.8425974325381,3.31432256357753,2.85191231311332,107.171848126967,0.343771224220101,0.562888720666667,0.151507593540886,3.136227743,0.225192969437727,0.275347774,0.0369873816451072,2.42233638433333,0.345764971364449,6.396800622,0.49194310433973,"fast.med"
"78","7","fast","118",1,"46",257.7,100.777931657382,57.6,69.3,9.32054174663284,20.1,"07-Jun-18","19:27:00","09-Jun-18","8:04:00",0,2,36.6166666666667,0.3000449843,100.777931657382,43.1779316573817,4.63255600705616,4.07955536893964,102.064359080135,0.423046125469526,0.562888720666667,0.151507593540886,3.136227743,0.225192969437727,0.275347774,0.0369873816451072,2.42233638433333,0.345764971364449,6.396800622,0.49194310433973,"fast.med"
"79","27B","med","138",1,"47B",241.8,119.274785581343,93.6,70.1,9.43733105457521,15.8,"09-Jun-18","19:14:00","11-Jun-18","8:23:00",0,2,37.15,0.3752323411,119.274785581343,25.674785581343,2.72055578350151,-0.289635367458615,63.0192912597061,0.407411525393641,1.32404351366667,1.29757591202443,3.297436404,0.855508286191677,0.722407049,0.805705195298161,3.354093171,0.324098702618344,8.69798013766667,1.51570244321336,"med.slow"
"80","43","med","138",2,"30",232.3,116.5878320896,81.7,81.1,11.0431840387827,30.8,"07-Jun-18","20:18:00","09-Jun-18","8:33:00",0,3,36.25,0.3752323411,116.5878320896,34.8878320896,3.1592185702128,0.572692800442661,123.633391544613,0.282187778347978,1.32404351366667,1.29757591202443,3.297436404,0.855508286191677,0.722407049,0.805705195298161,3.354093171,0.324098702618344,8.69798013766667,1.51570244321336,"fast.med.slow"
"81","39","slow","336",3,"33",197.2,79.5832286523447,30.7,77.1,10.4592374990709,19.2,"07-Jun-18","20:15:00","09-Jun-18","8:32:00",0,3,36.2833333333333,0.3566214212,79.5832286523447,48.8832286523447,4.673689516725,4.47670660388571,94.0343330704039,0.519844476546089,0.0412724686666667,0.0235155288775468,0.5247484,0.0440686847823569,0.015702114,0.00408677519977341,0.321228620333333,0.0518248810304315,0.902951603,0.102722013507636,"fast.med.slow"
"82","35","slow","336",2,"32",234.6,92.2573637006056,42.3,79.5,10.809605422898,19.8,"07-Jun-18","20:05:00","09-Jun-18","8:29:00",0,2,36.4,0.3566214212,92.2573637006056,49.9573637006056,4.62157144004358,4.29363302797177,80.2663665444936,0.622394732081376,0.0412724686666667,0.0235155288775468,0.5247484,0.0440686847823569,0.015702114,0.00408677519977341,0.321228620333333,0.0518248810304315,0.902951603,0.102722013507636,"fast.slow"
"83","12B","slow","336",2,"48B",284.5,109.167506452162,68.3,89.2,12.2256757816992,27.5,"09-Jun-18","19:05:00","11-Jun-18","8:26:00",0,2,37.35,0.3566214212,109.167506452162,40.8675064521623,3.34276052971547,2.89078826560426,81.7351199766041,0.499999345004451,0.0412724686666667,0.0235155288775468,0.5247484,0.0440686847823569,0.015702114,0.00408677519977341,0.321228620333333,0.0518248810304315,0.902951603,0.102722013507636,"med.slow"
"84","11","slow","268",2,"38",247.5,96.6289236504068,73.1,71.8,9.68550833395273,16.9,"07-Jun-18","19:38:00","09-Jun-18","8:07:00",0,2,36.4833333333333,0.37383324885,96.6289236504068,23.5289236504069,2.42929156004396,2.01042344669131,54.1558484657406,0.434466900934835,0.723339062,0.629411180320202,4.99167466233333,1.64247380689625,0.336049409,0.273425514789204,4.17825481566667,1.49108384750379,10.229317949,3.05566030102145,"fast.slow"
"85","2B","slow","268",2,"49B",425.1,156.814121098833,157.9,89.7,12.2986690991631,14.5,"09-Jun-18","19:00:00","11-Jun-18","8:25:00",0,2,37.4166666666667,0.37383324885,156.814121098833,-1.08587890116698,-0.0882923910230959,-0.991380860533328,48.40037494567,-0.0224353406845689,0.723339062,0.629411180320202,4.99167466233333,1.64247380689625,0.336049409,0.273425514789204,4.17825481566667,1.49108384750379,10.229317949,3.05566030102145,"fast.slow"
"86","38","slow","268",3,"39",217.3,86.3947290392443,68.5,87.6,11.9920971658144,23.8,"07-Jun-18","20:13:00","09-Jun-18","8:31:00",0,3,36.3,0.37383324885,86.3947290392443,17.8947290392443,1.49221014404856,1.25387310071596,123.250064705148,0.145190423080539,0.723339062,0.629411180320202,4.99167466233333,1.64247380689625,0.336049409,0.273425514789204,4.17825481566667,1.49108384750379,10.229317949,3.05566030102145,"fast.med.slow"
"87","48","med","310",2,"51",235.2,117.408059997606,47.8,71,9.56871902601037,18.4,"07-Jun-18","20:21:00","09-Jun-18","8:35:00",0,3,36.2333333333333,0.3386460009,117.408059997606,69.6080599976057,7.27454320775771,4.29440869867972,92.2270870341934,0.754746379139117,0.382749749333333,0.359523850981716,3.387115896,0.365991058392988,0.174233335333333,0.152141474586344,3.055077207,0.288995839113982,6.99917618766667,0.142396388966282,"fast.med.slow"
"88","10","med","310",2,"49",232.8,116.729250694429,46.4,81.6,11.1161773562467,25.2,"07-Jun-18","19:36:00","09-Jun-18","8:06:00",0,2,36.5,0.3386460009,116.729250694429,70.3292506944285,6.32674780552213,3.75794155239457,107.171848126967,0.656228775779899,0.382749749333333,0.359523850981716,3.387115896,0.365991058392988,0.174233335333333,0.152141474586344,3.055077207,0.288995839113982,6.99917618766667,0.142396388966282,"fast.med"
"89","13","med","310",2,"50",259.6,124.30928791324,79,75.1,10.167264229215,19,"07-Jun-18","19:40:00","09-Jun-18","8:12:00",0,2,36.5333333333333,0.3386460009,124.30928791324,45.3092879132404,4.45638933854469,1.69092868722175,91.3158692985942,0.496181969916788,0.382749749333333,0.359523850981716,3.387115896,0.365991058392988,0.174233335333333,0.152141474586344,3.055077207,0.288995839113982,6.99917618766667,0.142396388966282,"fast.med"
